review_id,dt,rating,sentiment,review
10,26/10/12 04:00,5,positive,This is a very healthy dog food. Good for their digestion. Also good for small puppies. My dog eats her required amount at every feeding.
10,26/10/12 04:00,5,positive,This is a very healthy dog food. Good for their digestion. Also good for small puppies. My dog eats her required amount at every feeding.
11,08/02/05 03:00,5,positive,"I dont know if its the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldnt find it anywhere in our city we were bummed.<br /><br />Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.<br /><br />If you love hot sauce..I mean really love hot sauce, but dont want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.<br /><br />Thank you for the personal, incredible service!"
12,27/08/10 04:00,5,positive,"One of my boys needed to lose some weight and the other didnt.  I put this food on the floor for the chubby guy, and the protein-rich, no by-product food up higher where only my skinny boy can jump.  The higher food sits going stale.  They both really go for this food.  And my chubby boy has been losing about an ounce a week."
13,13/06/12 04:00,1,negative,"My cats have been happily eating Felidae Platinum for more than two years. I just got a new bag and the shape of the food is different. They tried the new food when I first put it in their bowls and now the bowls sit full and the kitties will not touch the food. Ive noticed similar reviews related to formula changes in the past. Unfortunately, I now need to find a new food that my cats will eat."
14,05/11/10 03:00,4,neutral,good flavor! these came securely packed... they were fresh and delicious! i love these Twizzlers!
15,12/03/10 03:00,5,positive,The Strawberry Twizzlers are my guilty pleasure - yummy. Six pounds will be around for a while with my son and I.
16,29/12/09 03:00,5,positive,My daughter loves twizzlers and this shipment of six pounds really hit the spot. Its exactly what you would expect...six packages of strawberry twizzlers.
17,20/09/12 04:00,2,neutral,I love eating them and they are good for watching TV and looking at movies! It is not too sweet. I like to transfer them to a zip lock baggie so they stay fresh so I can take my time eating them.
18,16/08/12 04:00,5,positive,I am very satisfied with my Twizzler purchase.  I shared these with others and we have all enjoyed them.  I will definitely be ordering more.
19,23/12/11 04:00,5,positive,"Twizzlers, Strawberry my childhood favorite candy, made in Lancaster Pennsylvania by Y & S Candies, Inc. one of the oldest confectionery Firms in the United States, now a Subsidiary of the Hershey Company, the Company was established in 1845 as Young and Smylie, they also make Apple Licorice Twists, Green Color and Blue Raspberry Licorice Twists, I like them all<br /><br />I keep it in a dry cool place because is not recommended it to put it in the fridge. According to the Guinness Book of Records, the longest Licorice Twist ever made measured 1.200 Feet (370 M) and weighted 100 Pounds (45 Kg) and was made by Y & S Candies, Inc. This Record-Breaking Twist became a Guinness World Record on July 19, 1998. This Product is Kosher! Thank You"
20,08/10/11 04:00,5,positive,Candy was delivered very fast and was purchased at a reasonable price.  I was home bound and unable to get to a store so this was perfect for me.
21,16/08/11 04:00,5,positive,"My husband is a Twizzlers addict.  Weve bought these many times from Amazon because were government employees living overseas and cant get them in the country we are assigned to.  Theyve always been fresh and tasty, packed well and arrive in a timely manner."
22,25/06/11 04:00,5,positive,"I bought these for my husband who is currently overseas. He loves these, and apparently his staff likes them also.<br />There are generous amounts of Twizzlers in each 16-ounce bag, and this was well worth the price. <a href=http://www.amazon.com/gp/product/B001GVISJM>Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>"
23,09/05/11 04:00,5,positive,I can remember buying this candy as a kid and the quality hasnt dropped in all these years. Still a superb product you wont be disappointed with.
24,04/05/11 04:00,5,positive,I love this candy.  After weight watchers I had to cut back but still have a craving for it.
25,20/01/11 03:00,5,positive,"I have lived out of the US for over 7 yrs now, and I so miss my Twizzlers!!  When I go back to visit or someone visits me, I always stock up.  All I can say is YUM!<br />Sell these in Mexico and you will have a faithful buyer, more often than Im able to buy them right now."
26,29/10/10 04:00,5,positive,"Product received is as advertised.<br /><br /><a href=http://www.amazon.com/gp/product/B001GVISJM>Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)</a>"
27,25/03/12 04:00,1,negative,"The candy is just red , No flavor . Just  plan and chewy .  I would never buy them again"
28,16/03/12 04:00,4,neutral,I was so glad Amazon carried these batteries.  I have a hard time finding them elsewhere because they are such a unique size.  I need them for my garage door opener.<br />Great deal for the price.
29,05/06/12 04:00,5,positive,"I got this for my Mum who is not diabetic but needs to watch her sugar intake, and my father who simply chooses to limit unnecessary sugar intake - shes the one with the sweet tooth - they both LOVED these toffees, you would never guess that theyre sugar-free and its so great that you can eat them pretty much guilt free!  i was so impressed that ive ordered some for myself (w dark chocolate) to take to the office so ill eat them instead of snacking on sugary sweets.<br />These are just EXCELLENT!"
30,08/02/05 03:00,5,positive,"I dont know if its the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldnt find it anywhere in our city we were bummed.<br /><br />Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.<br /><br />If you love hot sauce..I mean really love hot sauce, but dont want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.<br /><br />Thank you for the personal, incredible service!"
31,14/02/11 03:00,5,positive,"I have never been a huge coffee fan. However, my mother purchased this little machine and talked me into trying the Latte Macciato. No Coffee Shop has a better one and I like most of the other products, too (as a usually non-coffee drinker!).<br />The little Dolche Guesto Machine is super easy to use and prepares a really good Coffee/Latte/Cappuccino/etc in less than a minute (if water is heated up). I would recommend the Dolce Gusto to anyone. Too good for the price and Iam getting one myself! :)"
32,29/10/10 04:00,5,positive,"This offer is a great price and a great taste, thanks Amazon for selling this product.<br /><br />Staral"
33,13/11/06 03:00,4,neutral,"McCanns Instant Oatmeal is great if you must have your oatmeal but can only scrape together two or three minutes to prepare it. There is no escaping the fact, however, that even the best instant oatmeal is nowhere near as good as even a store brand of oatmeal requiring stovetop preparation.  Still, the McCanns is as good as it gets for instant oatmeal. Its even better than the organic, all-natural brands I have tried.  All the varieties in the McCanns variety pack taste good.  It can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issue.<br /><br />McCanns use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product.  Real sugar tastes better and is not as harmful as the other stuff. One thing I do not like, though, is McCanns use of thickeners.  Oats plus water plus heat should make a creamy, tasty oatmeal without the need for guar gum. But this is a convenience product.  Maybe the guar gum is why, after sitting in the bowl a while, the instant McCanns becomes too thick and gluey."
34,17/12/06 03:00,4,neutral,"This is a good instant oatmeal from the best oatmeal brand.  It uses cane sugar instead of high fructouse corn syrup, so not only does it have a better sweetness, but some doctors now say that this form of sugar is better for you.  Great on a cold morning when you dont have time to make McCanns Steel Cut Oats.  The apple cinnamon is the best but the maple and brown sugar or the regular are good too.  Plus they dont require doctoring to actually tell the three flavors apart."
35,30/03/07 04:00,5,positive,"Instant oatmeal can become soggy the minute the water hits the bowl. McCanns Instant Oatmeal holds its texture, has excellent flavor, and is good for you all at the same time. McCanns regular oat meal is excellent, too, but may take a bit longer to prepare than most have time for in the morning. This is the best instant brand Ive ever eaten, and a very close second to the non-instant variety.<br /><br />McCanns Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)"
36,11/05/08 04:00,4,neutral,"McCanns Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)<br /><br />Im a fan of the McCanns steel-cut oats, so I thought Id give the instant variety a try. I found it to be a hardy meal, not too sweet, and great for folks like me (post-bariatric surgery) who need food that is palatable, easily digestible, with fiber but wont make you bloat."
37,27/09/07 04:00,5,positive,"For those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store!  I love McCanns instant oatmeal - all flavors!!!<br /><br />Thanks,<br />Abby"
38,31/03/09 04:00,5,positive,"What else do you need to know? Oatmeal, instant (make it with a half cup of low-fat milk and add raisins;nuke for 90 seconds). More expensive than Kroger store brand oatmeal and maybe a little tastier or better texture or something. Its still just oatmeal. Mmm, convenient!"
39,21/10/12 04:00,4,neutral,"I WAS VISITING MY FRIEND NATE THE OTHER MORNING FOR COFFEE , HE CAME OUT OF HIS STORAGE ROOM WITH ( A PACKET OF McCANNS INSTANT IRISH OATMEAL .) HE SUGGESTED THAT I TRY IT FOR MY OWN USE ,IN MY STASH . SOMETIMES NATE DOSE NOT GIVE YOU A CHANCE TO SAY NO , SO I ENDED UP TRYING THE APPLE AND CINN . FOUND IT TO BE VERY TASTEFULL WHEN MADE WITH WATER OR POWDERED MILK . IT GOES GOOD WITH O.J. AND COFFEE AND A SLICE OF TOAST AND YOUR READY TO TAKE ON THE WORLD...OR THE DAY AT LEAST..  JERRY REITH..."
40,28/09/11 04:00,5,positive,"I ordered this for my wife as it was reccomended by our daughter.  She has this almost every morning and likes all flavors.  Shes happy, Im happy!!!<br /><a href=http://www.amazon.com/gp/product/B001EO5QW8>McCANNS Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)</a>"
41,22/04/11 04:00,5,positive,"The variety packs taste great!<br /><br />I have them every morning. At $0.30 cents per meal, I dont understand why everyone on earth isnt buying this stuff up.<br /><br />Maple and brown sugar is terrific, followed by apples and cinnamon, followed by regular. You dont get tired of the same ole thing, and they taste great.<br /><br />I just boil water from a small pot, empty the packet or 2 in a bowl, pour in boiling water, and watch it expand to 2x its size!<br /><br />Taste really good and takes minutes to prepare.<br /><br />Not sure why everyone on earth isnt this. Convenient, healthy, very quick, excellent quality, and extremely cheap..."
42,07/04/11 04:00,5,positive,"McCanns makes oatmeal for every oatmeal connoisseur, whether one likes it from the raw pellet state that cooks for half an hour, to the sloth addled instant, which can be done in the microwave for under three minutes. Its all good, thats for sure, and the beauty of the instant variety is that it is available in different flavors as well as regular.<br />  This variety pack allows different tastes to be explored, as well as giving you a chance to experience the difference between McCanns and other well-known oatmeals. What I personally like about McCanns is that it cooks up thicker and with more body than the top brand here in America. The Apples & Cinnamon, though, tends to be a little liquidy so you may want to experiment with the amount of water you add. In my 1300watt microwave the oatmeal cooks up in about one minute and twenty-seven seconds, so you should also watch that to get a handle on how much time and water to use.<br />  The only bad thing -- if you can consider it a bad thing -- about this offering is that you have to buy in lot so youll end up with six ten-count boxes. This is good if you have a whole family of oatmeal-eaters, but if youre a single person alone -- well, love oatmeal."
43,14/10/10 04:00,5,positive,I have McCanns Oatmeal every morning and by ordering it from Amazon I am able to save almost $3.00 per box.<br />It is a great product. Tastes great and very healthy
44,13/10/09 04:00,5,positive,"McCanns Oatmeal is a good quality choice.  Our favorite is the Apples and Cinnamon, but we find that none of these are overly sugary.  For a good hot breakfast in 2 minutes, this is excellent."
45,02/05/08 04:00,5,positive,We really like the McCanns steel cut oats but find we dont cook it up too often.<br />This tastes much better to me than the grocery store brands and is just as convenient.<br />Anything that keeps me eating oatmeal regularly is a good thing.
46,11/03/08 03:00,3,neutral,"This seems a little more wholesome than some of the supermarket brands, but it is somewhat mushy and doesnt have quite as much flavor either.  It didnt pass muster with my kids, so I probably wont buy it again."
47,19/10/07 04:00,5,positive,Good oatmeal.  I like the apple cinnamon the best.  Though I wouldnt follow the directions on the package since it always comes out too soupy for my taste.  That could just be me since I like my oatmeal really thick to add some milk on top of.
48,12/01/08 03:00,3,neutral,"The flavors are good.  However, I do not see any differce between this and Oaker Oats brand - they are both mushy."
49,07/10/07 04:00,4,neutral,"I really like the Maple and Brown Sugar flavor. The regular is fine with brown sugar added. The Apples and Cinnamon flavor is OK. This is a very quick, easy and satisfying breakfast and Ill order this brand again, but not the variety. Ill get all Maple and Brown Sugar."
50,10/04/12 04:00,3,neutral,This is the same stuff you can buy at the big box stores.  There is nothing healthy about it.  It is just carbs and sugars.  Save your money and get something that at least has some taste.
51,19/02/08 03:00,1,negative,"This oatmeal is not good. Its mushy, soft, I dont like it. Quaker Oats is the way to go."
52,02/06/09 04:00,5,positive,"Got a free package of these with a bottle of bloody mary mix I bought from the seller, and the advertising worked..lol,  I tried them, and shared them with 2 buddies, and we all loved them...  So im here to buy more, and noticed there were no reviews yet,...  well now there is.  They are Hot,  but not burn your mouth forever hot  its a nice temp...  Perfect for us.."
53,29/09/12 04:00,4,neutral,"This wasnt in stock the last time I looked. I had to go to the Vermont Country Store in Weston to find it along with a jaw harp, Cranberry Horseradish Sauce, Fartless Black Bean Salsa, Apple Cider Jelly, Newtons Cradle Art in Motion and the staple Vermont Maple Syrup.<br /><br />Back to the Ass Kickin Peanuts. They are hot. They will activate the perspiration glands behind your ears and under your arms. It requires a beverage as advertised, a glass of very cold milk, and a box of Kleenex since it will make your nose run. They look like ordinary peanuts which is already giving me ideas for work. I suspect that some people have been hitting my goodies in my absence, especially my colleague Greg. Im going to take this to work at earliest opportunity and empty the contents of this can into an ordinary Planters Peanuts can, and then see whose crying or whose nose is running when I return.<br /><br />The can should be shaken to ensure the spices are evenly distributed. It is important to wash your hands after consumption and not touch the eyes.<br /><br />Youll go nuts over these Ass-Kickin Peanuts.<br /><br />P.S. Im not sharing the peanuts, not deliberately, and Ill probably give Greg the jaw harp for Christmas. Hell be so insulted."
54,02/07/10 04:00,3,neutral,were used to spicy foods down here in south texas and these are not at all spicy.  doubt very much habanero is used at all.  could take it up a notch or two.
55,28/11/11 04:00,4,neutral,"I roast at home with a stove-top popcorn popper (but I do it outside, of course). These beans (Coffee Bean Direct Green Mexican Altura) seem to be well-suited for this method. The first and second cracks are distinct, and Ive roasted the beans from medium to slightly dark with great results every time. The aroma is strong and persistent. The taste is smooth, velvety, yet lively."
56,05/10/12 04:00,5,positive,"We roast these in a large cast iron pan on the grill (about 1/3 of the bag at a time).  The smell is wonderful and the roasted beans taste delicious too.  More importantly, the coffee is smooth; no bitter aftertaste.  On numerous occasions, weve had to send the roasted beans home with friends because they like it so much."
57,28/11/11 04:00,5,positive,Deal was awesome!  Arrived before Halloween as indicated and was enough to satisfy trick or treaters.  I love the quality of this product and it was much less expensive than the local stores candy.
58,05/05/12 04:00,5,positive,"It is chocolate, what can I say.  Great variety of everything our family loves.  With a family of six it goes fast here.  Perfect variety.  Kit Kat, Reeses, take five and more."
59,04/11/11 04:00,5,positive,"Great product, nice combination of chocolates and perfect size!  The bags had plenty, and they were shipped promptly.  The kids in the neighborhood liked our candies!"
60,01/11/11 04:00,5,positive,"Halloween is over but, I sent a bag to my daughters class for her share. The chocolate was fresh and enjoyed by many."
61,16/10/11 04:00,3,neutral,"Watch your prices with this.  While the assortment was good, and I did get this on a gold box purchase, the price for this was<br />$3-4 less at Target."
62,24/10/11 04:00,5,positive,"This bag of candy online is pretty expensive, it should be cheaper in order to compete with grocery stores, other than that, its a good combination of my favorite candy"
63,06/07/08 04:00,1,negative,Arrived in 6 days and were so stale i could not eat any of the 6 bags!!
64,04/04/12 04:00,5,positive,"I have used the endurolyte product for several years in both pill and powder form.  Long desert rides on the dirt bike always found my camelbak water heavily laced with the endurolyte powder, not overly tasty, but quite effective, as I never got a cramp on these several hundred mile rides.  Same for desert racing in the buggy, the camelbaks were always laced with the powder.  Now we have the Fizz...what a great product!  Firstly, its Hammers endurolyte product so its great, endurance athletes the world over use their products. Second its convenient, handly tablets that dissovle in a fizz.  Third it tastes great! Imagine getting a nice cool drink when your body is starving for hydration and electrolytes and rather than getting a salty taste, you get a refreshing lemon-lime or mango!  The camelbaks always get the Fizz now.  I also drop a tablet in my bottled water whenever I exercise and have a nice flavored water chock full of electrolytes. I cannot recommend this product or any hammer product highly enough."
65,05/04/12 04:00,5,positive,This product serves me well as a source of electrolytes during and after a long run or bike ride.<br />I have tried all of the flavors but really do like the grapefruit flavor... no after-taste and I actually like the slight carbonation.<br />I use other Hammer products and really like their whole product line.
66,12/03/12 04:00,5,positive,This stuff really works for preventing cramping during the middle to latter stages of your rides. Pop 1 into each water bottle and youre set. Flavor is fine and goes down easy.
67,17/08/12 04:00,5,positive,For those of us on a low carb diet these little tablets are just the thing.<br /><br />Two years ago I started cycling again after many years but was having heart arrhythmia after longer rides in high heat.  I was drinking plain water but did a little research and thought electrolytes might be the issue.  Gatorade wasnt an option because it is so loaded with carbohydrates so I looked around for a low-carb alternative.  The zero carb sports drinks didnt help so what to do?  One day I ran across these at my bike shop so tried a tube of them.....voila!...problem solved!!<br /><br />Ive shared them with two friends in particular whose problems with leg cramps were resolved while using these.<br /><br />These guys got it right -- they are superbly formulated and simply work.....
68,31/05/12 04:00,2,neutral,"I purchased the Mango flavor, and to me it doesnt take like Mango at all.  There is no hint of sweetness, and unfortunately there is a hint or aftertaste almost like licorice.  Ive been consuming various sports nutrition products for decades, so Im familiar and have come to like the taste of the most of the products Ive tried.  The mango flavor is one of the least appealing Ive tasted.  Its not terrible, but its bad enough that I notice the bad taste every sip I take."
69,20/01/07 03:00,3,neutral,"If youre impulsive like me, then $6 is ok. Dont get me wrong, the quality of these babies is very good and I have no complaints. But in retrospect, the price is a little ridiculous (esp. when you add on the shipping)."
70,30/07/07 04:00,5,positive,this was sooooo deliscious but too bad i ate em too fast and gained 2 pds! my fault
71,01/10/09 04:00,5,positive,"These Albanese gummi bears and rings and so on are very good and tasty and high quality. The bears even have little faces. At my local candy store this type of gummi stuff (bears, rings, snakes, balls, worms, whatever) are about $10/lb. These twin packs of 4.5 or 5 pound bags is a screaming deal as far as Im concerned. Im probably 50 pounds deep in these friggin things. Consumed!"
72,09/11/10 03:00,5,positive,"Grape gummy bears are hard to find in my area. In fact pretty much anyone I talk to about grape gummy bears they think Im lying. So I bought 10lbs... : ) These bears are a little bit bigger then the other brands and have kind of sour kick, but nothing to strong. I love grape flavored candy/soda and these are pretty good. There is another company that makes grape gummy bears that are a little bit better in my opinion, but these are well worth it for the price. I like to use the gummy bears in home made Popsicles with flavored sports drink. The salt in the sports drink makes for softer popsicles, and the gummy bears are awesome frozen. They are delicious!"
73,20/01/12 04:00,5,positive,"I ordered two of these and two of raspberry latice tarts directly from FantasiCakes website for a dinner party I was hosting. It arrived fresh and intact. Very good size. I froze half for later use. I am a pastry lover and these were the best Ive ever tasted. The pastry was soft, the jam was really good and the taste was great. They were gone in no time. My guests were really impressed."
74,30/04/12 04:00,1,negative,"Buyer Beware Please! This sweetener is not for everybody.  Maltitol is an alcohol sugar and can be undigestible in the body.  You will know a short time after consuming it if you are one of the unsuspecting many who cannot digest it by the extreme intestinal bloating and cramping and massive amounts of gas a person can experience. Nausea, diarrhea & headaches can also be experienced. I learned my lesson the hard way years ago when I fell in love with the sugar-free chocolates suzanne sommers used to sell.  I thought Id found sugar-free chocolate nirvana at first taste but the bliss was short lived when the terrible side effects of maltitol kicked in.  The discomfort was unlike anything I had ever felt before.  I blew up like a balloon and had very painful abdominal cramping.  As the symptoms passed, this too was very unpleasant.  Though hard for me to believe a low calorie sweetener could be the culprit, all symptoms were gone when I stopped eating the chocolate. My hunch it had something to do with the maltitol were unfortunately confirmed for me about a year later when I purchased some delicious sugar-free popcorn at my local market.  The taste was amazing and while I was looking at the label wondering what could possibly make this yummy, new sugarfree treat taste so good, my heart sank when I followed the little asterisk next to sugarfree sweetener* down to the very bottom of the label and read maltitol in tiny little letters! Thank goodness Id eaten only a little. I still ended up with all the same side-effects but for a much shorter duration. Some people can use maltitol to their hearts content but others, like me, can have a bad reaction to it. In case youre like me, ... its not you ...its the maltitol!"
75,22/10/10 04:00,2,neutral,It is okay.  I would not go out of my way to buy it again
76,28/05/10 04:00,1,negative,No tea flavor at all. Just whole brunch of artifial flavors. It is not returnable. I wasted 20+ bucks.
77,24/09/12 04:00,5,positive,"These looked like a perfect snack to through in with my trail mix.  Unfortunately, they arrived in a solid mass of melted chocolate.  I left them in my pantry for a few days, and when I opened them at room temperature they were still gooey.  I through them in the fridge and Ive been breaking off hunks ever since.  They taste good to me, but the chocolate is all grainy after melting and then solidifying again.  I wont order them online again, but if I see them in a store I would pick them up."
78,21/09/12 04:00,5,positive,These taste really good. I have been purchasing a different brand and these are very similar in taste and texture. I agree with the other reviewer regarding ordering in the summer. There is no insulating packaging with ice packs so they will melt in warm weather like all chocolate food items. Order in cold weather and buy enough to last!!!
79,07/09/12 04:00,3,neutral,"The taste was great, but the berries had melted.  May order again in winter. If you order in cold weather you should enjoy flavor."
80,14/08/12 04:00,5,positive,"i know i cannot make tea this good.  granted, i am not from the south but i know i have never enjoyed tea that was this sweet without being too sweet.  it tastes crisp."
81,29/12/11 04:00,5,positive,This peppermint stick is delicious and fun to eat.  My dad got me one for Christmas because he remembered me having a similar one when I was a little girl.  Im 30 now and I love it!
82,23/12/11 04:00,4,neutral,"Great gift for all ages! I purchased these giant canes before and the recipients loved them so much, they kept them and would not eat them."
83,04/01/12 04:00,5,positive,"I know the product title says Molecular Gastronomy, but dont let that scare you off.  I have been looking for this for a while now, not for food science, but for something more down to earth.  I use it to make my own coffee creamer.<br /><br />I have to have my coffee blonde and sweet - but the flavored creamers are full of the bad kinds of fat, and honestly, I hate to use manufactured food items.  I really dont think they are good for the body.  On the other hand, I hate using cold milk or cream, because I like HOT coffee.<br /><br />I stumbled across this on Amazon one day and got the idea of making my own creamer.  I also bought low-fat (non-instant) milk powder and regular milk powder. The non-instant lowfat milk is a little sweeter and tastes fresher than regular instant low-fat milk, but does not dissolve good in cold water - which is not a problem for hot coffee.  You will have to play with the ratios - I would not do just the heavy cream, it made the coffee too rich. Also, I think the powder is too expensive to just use on its own. I like mixing 1/3 of each together.<br /><br />For flavoring, I bough cocoa bean powder, vanilla bean powder, and caster (superfine) sugar.  I mix up small batches along with spices like cinnamon and nutmeg to make my own flavored creamers.  If you wanted, you could use a fake sweetner powder instead.  I make up small amounts that I store in jelly canning jars. I also use my little food chopper/food processor to blend everything, so the sugar is not heavier and sinks to the bottom.  Let it settle for a bit before opening the top though.<br /><br />This stuff tastes WAY better than the storebought creamers and it is fun to experiment and come up with your own flavors.  I am going to try using some essential oils next and see if I can get a good chocolate/orange mix.<br /><br />All of the ingredients I mentioned are here online.  Take the time to experiment.  Maybe you dont use any low-fat milk. Or dont add any flavorings.  It is up to you.  Also, would make great housewarming/host(ess) gifts.<br /><br />I am sure other molecular people will be able to tell you more of what you can do with it, and I am sure I will experiment with it in cooking - but the main reason I bought it was to make my own creamer and it worked out great."
84,25/03/11 03:00,3,neutral,"While my dogs like all of the flavors that we have tried of this dog food, for some reason their itching increased when I tried the lamb and rice. I have some very itchy dogs and am giving them a limited ingredient dog food to try to help. The duck and sweet potato cut down on the itching significantly, but when we tried lamb and rice they started itching more once again. I like Natural Balance for the quality ingredients."
85,13/08/11 04:00,3,neutral,"Awesome dog food. However, when given to my Boston, who has severe reactions to some food ingredients; his itching increased to violent jumping out of bed at night, scratching. As soon as I changed to a different formula, the scratching stopped. So glad Natural Balance has other choices. I guess you have to try each, until you find whats best for your pet."
86,21/12/10 03:00,5,positive,"We have three dogs and all of them love this food!  We bought it specifically for one of our dogs who has food allergies and it works great for him, no more hot spots or tummy problems.<br />I LOVE that it ships right to our door with free shipping."
87,06/04/12 04:00,5,positive,"My dog has a ton of allergies both environmental and food. She was on a prescription dog food before we had her tested to see what allergies she has. After we got the test back, we learned she was allergic to something in the prescription brand. So I finally found this dog food and she has done so well on this! She still has her environmental triggers, but I am happy she can finally eat something I know wont cause her pain."
88,10/11/11 04:00,5,positive,My shepherd/collie mix has IBS.  Our vet recommended a limited ingredient food.  This has really helped her symptoms and she likes it.  I will always buy it from Amazon...its $10 cheaper and free shipping!
